"rank","tw_username","followers_count","likes","location","location_1","location_2","location_3","location_4","location_5","location_6","continent","country","state","city","followers_count_created_at","location_created_at","ranking_date"
5138,gaybubblebut,19066,,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-20 02:00:00,2022-05-28 02:00:00.000
5139,mattheronxxx,19056,,Miami,Miami,,Miami,,Miami,,,,FL,MIAMI,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
5140,topmekk,19052,,"Paris, France",Paris,France,"Paris, France",,"Paris, France",,,,,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
5141,jacklawrencexxx,19027,37200,"Las Vegas, NV",Las Vegas,NV,"Las Vegas, NV",,"Las Vegas, NV",,,,NV,LAS VEGAS,2022-05-27 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
5142,mat_ouu,19015,1200,Paris,Paris,,Paris,,Paris,,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5143,gdudejp,19012,,"Las Vegas, NV",Las Vegas,NV,"Las Vegas, NV",,"Las Vegas, NV",,,,NV,LAS VEGAS,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
5144,dagonza6,19011,6400,Venezuela,Venezuela,,Venezuela,,Venezuela,,,,,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
5145,maxxxmagnum,18999,,NYC,NYC,,NYC,,NYC,,,,,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5146,kyleferrisxxx,18999,,New York City,New York City,,New York City,,New York City,,,,NY,NEW YORK CITY,2022-05-27 02:00:00.000,2022-05-19 02:00:00,2022-05-28 02:00:00.000
5147,damndamianxx,18994,730,Your bed,Your bed,,Your bed,,Your bed,,,,,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
5148,bearvz,18993,,"Panana City, Panama",Panana City,Panama,"Panana City, Panama",,"Panana City, Panama",,,,,,2022-05-25 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
5149,zaddy_sp,18989,2700,"Guadalajara, MX",Guadalajara,MX,"Guadalajara, MX",,"Guadalajara, MX",,,,,,2022-05-28 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
5150,aguycalledjaws,18964,8800,Vancouver,Vancouver,,Vancouver,,Vancouver,,,,WA,VANCOUVER,2022-05-28 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
5151,pauleuropexxx,18937,302,"Berlin, Germany",Berlin,Germany,"Berlin, Germany",,"Berlin, Germany",,,,,,2022-05-27 02:00:00.000,2022-05-20 02:00:00,2022-05-28 02:00:00.000
5152,cocksuremen,18937,,Los Angeles,Los Angeles,,Los Angeles,,Los Angeles,,,,CA,LOS ANGELES,2022-05-27 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
5153,maxtreyxxx,18917,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-19 02:00:00,2022-05-28 02:00:00.000
5154,chrissxs,18905,2200,San Francisco,San Francisco,,San Francisco,,San Francisco,,,,CA,SAN FRANCISCO,2022-05-28 02:00:00.000,2022-05-12 02:00:00,2022-05-28 02:00:00.000
5155,ianbenxo,18901,3000,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-13 02:00:00,2022-05-28 02:00:00.000
5156,ksatyrxxx,18887,164,"New Jersey, USA",New Jersey,USA,"New Jersey, USA",,"New Jersey, USA",,,,NJ,,2022-05-28 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
5157,dgscruffy,18869,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-05-28 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
5158,randyhandycandy,18859,706,"Melbourne, Victoria",Melbourne,Victoria,"Melbourne, Victoria",,"Melbourne, Victoria",,,,,,2022-05-28 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
5159,collinandjoshx,18853,,"Chicago, IL",Chicago,IL,"Chicago, IL",,"Chicago, IL",,,,IL,CHICAGO,2022-05-28 02:00:00.000,2022-05-19 02:00:00,2022-05-28 02:00:00.000
5160,saucyboymike,18840,,"Atlanta, GA",Atlanta,GA,"Atlanta, GA",,"Atlanta, GA",,,,GA,ATLANTA,2022-05-27 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
5161,chicofithuggins,18826,766,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-20 02:00:00,2022-05-28 02:00:00.000
5162,gay_hotwinks2,18818,,Argentina,Argentina,,Argentina,,Argentina,,,,,,2022-05-27 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
5163,jim_durden,18814,3700,Europe,Europe,,Europe,,Europe,,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5164,_thomale,18812,,"Lyon, France",Lyon,France,"Lyon, France",,"Lyon, France",,,,,,2022-05-28 02:00:00.000,2022-05-20 02:00:00,2022-05-28 02:00:00.000
5165,dominiccainxxx,18802,765,"San Francisco, CA",San Francisco,CA,"San Francisco, CA",,"San Francisco, CA",,,,CA,SAN FRANCISCO,2022-05-28 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
5166,colinobrienxxx,18793,,"Chicago, IL",Chicago,IL,"Chicago, IL",,"Chicago, IL",,,,IL,CHICAGO,2022-04-01 02:00:00.000,2022-02-28 01:00:00,2022-05-28 02:00:00.000
5167,themusclemafia,18789,,New York,New York,,New York,,New York,,,,NY,,2022-05-27 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
5168,madmattxxx,18773,305,"Santiago, Chile",Santiago,Chile,"Santiago, Chile",,"Santiago, Chile",,,,,,2022-05-28 02:00:00.000,2022-05-17 02:00:00,2022-05-28 02:00:00.000
5169,enzorimenez1,18767,,France,France,,France,,France,,,,,,2022-05-27 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
5170,encasedlatex,18762,63,United Kingdom,United Kingdom,,United Kingdom,,United Kingdom,,,,,,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
5171,avra_jam,18753,24400,Ciudad Autónoma de Buenos Aire,Ciudad Autónoma de Buenos Aire,,Ciudad Autónoma de Buenos Aire,,Ciudad Autónoma de Buenos Aire,,,,,,2022-03-30 02:00:00.000,2022-03-25 01:00:00,2022-05-28 02:00:00.000
5172,raydragonxxx,18734,,,,,,,,,,,,,2022-05-06 02:00:00.000,2022-04-24 02:00:00,2022-05-28 02:00:00.000
5173,twinktwonk_andy,18724,418,"Puebla de Zaragoza, México",Puebla de Zaragoza,México,"Puebla de Zaragoza, México",,"Puebla de Zaragoza, México",,,,,,2022-05-28 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
5174,jonahmarxxx,18713,3500,Vereinigte Staaten,Vereinigte Staaten,,Vereinigte Staaten,,Vereinigte Staaten,,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5175,lucasezeof,18694,,Argentina,Argentina,,Argentina,,Argentina,,,,,,2022-05-28 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
5176,urboylachie,18694,,"Melbourne, Victoria",Melbourne,Victoria,"Melbourne, Victoria",,"Melbourne, Victoria",,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5177,pupcryo,18693,,"Orange, CA",Orange,CA,"Orange, CA",,"Orange, CA",,,,CA,ORANGE,2022-05-27 02:00:00.000,2022-05-20 02:00:00,2022-05-28 02:00:00.000
5178,itsjakejacksonx,18685,,"Los Angeles, CA",Los Angeles,CA,"Los Angeles, CA",,"Los Angeles, CA",,,,CA,LOS ANGELES,2022-05-28 02:00:00.000,2022-05-08 02:00:00,2022-05-28 02:00:00.000
5179,xxxchuckoly,18684,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5180,zorohub,18683,3800,"Tampa, FL",Tampa,FL,"Tampa, FL",,"Tampa, FL",,,,FL,TAMPA,2022-03-08 01:00:00.000,2022-02-28 01:00:00,2022-05-28 02:00:00.000
5181,hairygingerdad1,18669,,"San Francisco, Castro",San Francisco,Castro,"San Francisco, Castro",,"San Francisco, Castro",,,,CA,SAN FRANCISCO,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5182,julien_pop1,18668,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
5183,dakotastonealt,18642,,"New York, USA",New York,USA,"New York, USA",,"New York, USA",,,,NY,,2022-05-28 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
5184,xmarcoboi,18629,,"District of Columbia, USA",District of Columbia,USA,"District of Columbia, USA",,"District of Columbia, USA",,,,SC,COLUMBIA,2022-05-28 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
5185,tonyxoff,18625,,"Nice, France",Nice,France,"Nice, France",,"Nice, France",,,,,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
5186,realguidoplaza,18607,,"Madrid, Comunidad de Madrid",Madrid,Comunidad de Madrid,"Madrid, Comunidad de Madrid",,"Madrid, Comunidad de Madrid",,,,,,2022-05-27 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
5187,zacharyellisxxx,18602,,"Manchester, England",Manchester,England,"Manchester, England",,"Manchester, England",,,,NH,MANCHESTER,2022-03-18 01:00:00.000,2022-03-12 01:00:00,2022-05-28 02:00:00.000
5188,globalbttm,18599,4400,NYC,NYC,,NYC,,NYC,,,,,,2022-05-28 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
5189,naked_silver,18575,,"St Petersburg, FL",St Petersburg,FL,"St Petersburg, FL",,"St Petersburg, FL",,,,FL,,2022-05-27 02:00:00.000,2022-05-18 02:00:00,2022-05-28 02:00:00.000
5190,max_alpha_,18574,14400,"England, United Kingdom",England,United Kingdom,"England, United Kingdom",,"England, United Kingdom",,,,,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
5191,theharrisonbeck,18570,,"San Diego, Palm Springs",San Diego,Palm Springs,"San Diego, Palm Springs",,"San Diego, Palm Springs",,,,CA,SAN DIEGO,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
5192,itsnathanhill,18570,,"Barcelona, Spain",Barcelona,Spain,"Barcelona, Spain",,"Barcelona, Spain",,,,,,2022-05-27 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
5193,christianpowerx,18569,,Montréal,Montréal,,Montréal,,Montréal,,,,,,2022-05-27 02:00:00.000,2022-05-19 02:00:00,2022-05-28 02:00:00.000
5194,dylan90bc,18559,222,"San Sebastián, España",San Sebastián,España,"San Sebastián, España",,"San Sebastián, España",,,,,,2022-05-28 02:00:00.000,2022-05-17 02:00:00,2022-05-28 02:00:00.000
5195,rugbygaylad,18558,,United Kingdom,United Kingdom,,United Kingdom,,United Kingdom,,,,,,2022-05-28 02:00:00.000,2022-05-15 02:00:00,2022-05-28 02:00:00.000
5196,edgefit01,18550,,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-18 02:00:00,2022-05-28 02:00:00.000
5197,rave_hardick,18545,,"Los Angeles, CA",Los Angeles,CA,"Los Angeles, CA",,"Los Angeles, CA",,,,CA,LOS ANGELES,2022-05-28 02:00:00.000,2022-05-20 02:00:00,2022-05-28 02:00:00.000
5198,david_skylar_,18545,2300,oregon,oregon,,oregon,,oregon,,,,OR,,2022-05-27 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
5199,thbrianmichaels,18543,396,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-11 02:00:00,2022-05-28 02:00:00.000
5200,lionshelby00,18541,1100,España,España,,España,,España,,,,,,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
5201,dapansexualpapi,18536,,Space,Space,,Space,,Space,,,,,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
5202,pe3leu_,18533,4,"Campinas, Brasil",Campinas,Brasil,"Campinas, Brasil",,"Campinas, Brasil",,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5203,growingbullpup,18533,,"San Francisco, CA",San Francisco,CA,"San Francisco, CA",,"San Francisco, CA",,,,CA,SAN FRANCISCO,2022-05-27 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
5204,14puntacana,18530,,Punta Cana,Punta Cana,,Punta Cana,,Punta Cana,,,,,,2022-05-28 02:00:00.000,2022-05-16 02:00:00,2022-05-28 02:00:00.000
5205,igay3650,18528,,tel aviv israel,tel aviv israel,,tel aviv israel,,tel aviv israel,,,,,,2022-05-27 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
5206,iyumm_alt,18528,,"New York, USA",New York,USA,"New York, USA",,"New York, USA",,,,NY,,2022-05-27 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
5207,mohhworld,18526,,Whore Academy,Whore Academy,,Whore Academy,,Whore Academy,,,,,,2022-05-28 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
5208,thefemprincess,18519,,United States,United States,,United States,,United States,,,,,,2022-05-27 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
5209,chriszeuslg,18519,2800,Ciudad Autónoma de Buenos Aire,Ciudad Autónoma de Buenos Aire,,Ciudad Autónoma de Buenos Aire,,Ciudad Autónoma de Buenos Aire,,,,,,2022-04-12 02:00:00.000,2022-04-05 02:00:00,2022-05-28 02:00:00.000
5210,kins1248,18513,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
5211,danteriosxl,18510,34,"Fortaleza, Brasil",Fortaleza,Brasil,"Fortaleza, Brasil",,"Fortaleza, Brasil",,,,,,2022-05-28 02:00:00.000,2022-05-11 02:00:00,2022-05-28 02:00:00.000
5212,ironaddictsd,18503,727,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
5213,thesexystache,18502,1300,"Miami, FL",Miami,FL,"Miami, FL",,"Miami, FL",,,,FL,MIAMI,2022-05-28 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
5214,skinnygifxxx,18497,6900,"Las Palmas, Islas Canarias",Las Palmas,Islas Canarias,"Las Palmas, Islas Canarias",,"Las Palmas, Islas Canarias",,,,,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
5215,royal_xxl,18497,183,"Los Angeles, CA",Los Angeles,CA,"Los Angeles, CA",,"Los Angeles, CA",,,,CA,LOS ANGELES,2022-05-28 02:00:00.000,2022-04-24 02:00:00,2022-05-28 02:00:00.000
5216,helalatsaleh,18493,12400, Barcelona ,Barcelona,,Barcelona,,Barcelona,,,,,,2022-05-28 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
5217,jackdyerx1,18493,,"Palm Springs, CA",Palm Springs,CA,"Palm Springs, CA",,"Palm Springs, CA",,,,CA,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
5218,valens08x,18488,,"Lille, France",Lille,France,"Lille, France",,"Lille, France",,,,,,2022-05-27 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
5219,pigboyoficial,18487,,"Minas Gerais, Brasil",Minas Gerais,Brasil,"Minas Gerais, Brasil",,"Minas Gerais, Brasil",,,,,,2022-05-28 02:00:00.000,2022-05-24 02:00:00,2022-05-28 02:00:00.000
5220,axelkanexx,18480,,Venmo @AxelKane,Venmo @AxelKane,,Venmo @AxelKane,,Venmo @AxelKane,,,,,,2022-05-28 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
5221,musclemanslave,18478,,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5222,scott_daviesxxx,18477,,"London, England",London,England,"London, England",,"London, England",,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5223,the_gayhippie,18475,1100,"Melbourne, Victoria",Melbourne,Victoria,"Melbourne, Victoria",,"Melbourne, Victoria",,,,,,2022-05-28 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
5224,_thatmidwestgay,18474,,"St Louis, MO",St Louis,MO,"St Louis, MO",,"St Louis, MO",,,,MO,,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
5225,lukeluke0049,18472,,"Adelaide, South Australia",Adelaide,South Australia,"Adelaide, South Australia",,"Adelaide, South Australia",,,,,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5226,saxxmaster,18468,,JustForFans,JustForFans,,JustForFans,,JustForFans,,,,,,2022-05-27 02:00:00.000,2022-05-16 02:00:00,2022-05-28 02:00:00.000
5227,chuyitoxxxx,18466,,"San Antonio, TX",San Antonio,TX,"San Antonio, TX",,"San Antonio, TX",,,,TX,SAN ANTONIO,2022-05-27 02:00:00.000,2022-03-07 01:00:00,2022-05-28 02:00:00.000
5228,ottosamsonxxx,18464,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-05-28 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
5229,boypaulsd,18451,,"San Diego, CA",San Diego,CA,"San Diego, CA",,"San Diego, CA",,,,CA,SAN DIEGO,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5230,musclegodjay,18451,13500,United States,United States,,United States,,United States,,,,,,2022-05-28 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
5231,brodz_xxx,18421,,"Brisbane, Queensland",Brisbane,Queensland,"Brisbane, Queensland",,"Brisbane, Queensland",,,,,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5232,bootybyjer,18410,1200,"California, USA",California,USA,"California, USA",,"California, USA",,,,CA,,2022-05-28 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
5233,sebmuscle,18398,54700,Your Dreams,Your Dreams,,Your Dreams,,Your Dreams,,,,,,2022-05-28 02:00:00.000,2022-05-17 02:00:00,2022-05-28 02:00:00.000
5234,conejitofeliz4,18374,,Bikini Bottom / PDC / QR /Cdmx,Bikini Bottom / PDC / QR /Cdmx,,Bikini Bottom / PDC / QR /Cdmx,,Bikini Bottom,PDC,,,,,2022-05-28 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
5235,jockrigger,18373,,Kansas City,Kansas City,,Kansas City,,Kansas City,,,,MO,KANSAS CITY,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5236,lewd_cosplayer,18372,,"Seattle, WA",Seattle,WA,"Seattle, WA",,"Seattle, WA",,,,WA,SEATTLE,2022-05-27 02:00:00.000,2022-05-18 02:00:00,2022-05-28 02:00:00.000
5237,gabotronxxl,18345,,Mexiko,Mexiko,,Mexiko,,Mexiko,,,,,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
5238,onlyhungboys,18345,,GLOBAL ,GLOBAL,,GLOBAL,,GLOBAL,,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5239,axeldragoof,18330,644,"El Paso,Tx",El Paso,Tx,"El Paso,Tx",,"El Paso,Tx",,,,TX,EL PASO,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
5240,silverbirdgay,18326,5400,"London, England",London,England,"London, England",,"London, England",,,,,,2022-05-27 02:00:00.000,2022-05-07 02:00:00,2022-05-28 02:00:00.000
5241,thatfitguyy,18318,138200,United States,United States,,United States,,United States,,,,,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
5242,kingdickxxx,18308,,"Atlanta, GA",Atlanta,GA,"Atlanta, GA",,"Atlanta, GA",,,,GA,ATLANTA,2022-05-28 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
5243,musclegodd1,18307,5500,,,,,,,,,,,,2022-05-27 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
5244,_gabriel_regan,18292,,"Rheinland-Pfalz, Deutschland",Rheinland-Pfalz,Deutschland,Rheinland,"Pfalz, Deutschland","Rheinland-Pfalz, Deutschland",,,,,,2022-05-28 02:00:00.000,2022-05-18 02:00:00,2022-05-28 02:00:00.000
5245,luiscopps,18286,,"São Paulo, Brasil",São Paulo,Brasil,"São Paulo, Brasil",,"São Paulo, Brasil",,,,,,2022-05-27 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
5246,jamoobello,18283,49100,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-12 02:00:00,2022-05-28 02:00:00.000
5247,heim_ian,18277,,"Florida, NYC, Houston, USA",Florida,NYC,"Florida, NYC, Houston, USA",,"Florida, NYC, Houston, USA",,,,FL,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5248,gage_lennox,18256,,"San Francisco, CA",San Francisco,CA,"San Francisco, CA",,"San Francisco, CA",,,,CA,SAN FRANCISCO,2022-05-27 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
5249,the__warmachine,18248,,"Cape Town, South Africa",Cape Town,South Africa,"Cape Town, South Africa",,"Cape Town, South Africa",,,,,,2022-05-28 02:00:00.000,2022-05-06 02:00:00,2022-05-28 02:00:00.000
5250,mateo_damianxxx,18227,,"Washington, DC",Washington,DC,"Washington, DC",,"Washington, DC",,,,DC,WASHINGTON,2022-05-27 02:00:00.000,2022-05-14 02:00:00,2022-05-28 02:00:00.000
5251,noesalvatorre,18219,,Sa puso ni Palangga ,Sa puso ni Palangga,,Sa puso ni Palangga,,Sa puso ni Palangga,,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5252,vincent_xxl,18213,,"Nederlek, Nederland",Nederlek,Nederland,"Nederlek, Nederland",,"Nederlek, Nederland",,,,,,2022-05-27 02:00:00.000,2022-05-20 02:00:00,2022-05-28 02:00:00.000
5253,canarinrodrigo,18203,130,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-11 02:00:00,2022-05-28 02:00:00.000
5254,king_julianxxx,18202,3400,"Philadelphia, PA",Philadelphia,PA,"Philadelphia, PA",,"Philadelphia, PA",,,,PA,PHILADELPHIA,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5255,vikkovigoxxx,18201,4000,"Comunidad de Madrid, España",Comunidad de Madrid,España,"Comunidad de Madrid, España",,"Comunidad de Madrid, España",,,,,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
5256,das_tylerjames,18195,18700,"Atlanta, GA",Atlanta,GA,"Atlanta, GA",,"Atlanta, GA",,,,GA,ATLANTA,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
5257,stevesommersxxx,18190,,"Oakland Park, FL",Oakland Park,FL,"Oakland Park, FL",,"Oakland Park, FL",,,,CA,OAKLAND,2022-05-27 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
5258,improzach,18185,14300,,,,,,,,,,,,2022-05-28 02:00:00.000,2022-05-23 02:00:00,2022-05-28 02:00:00.000
5259,pdrogz,18184,,"Rimac, Peru",Rimac,Peru,"Rimac, Peru",,"Rimac, Peru",,,,,,2022-05-27 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5260,will_parfitt_,18181,,Australia,Australia,,Australia,,Australia,,,,,,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
5261,stunnaxxx,18175,,CA,CA,,CA,,CA,,,,CA,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5262,culo_deluxxxe,18173,1700,"Bogotá, D.C., Colombia",Bogotá,D.C.,"Bogotá, D.C., Colombia",,"Bogotá, D.C., Colombia",,,,,,2022-05-28 02:00:00.000,2022-05-14 02:00:00,2022-05-28 02:00:00.000
5263,valmeunierft,18173,,"Nice, France",Nice,France,"Nice, France",,"Nice, France",,,,,,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5264,black_deel,18146,26,"Rio de Janeiro, Brasilien",Rio de Janeiro,Brasilien,"Rio de Janeiro, Brasilien",,"Rio de Janeiro, Brasilien",,,,,,2022-05-27 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
5265,gigantamaxsteve,18143,,"Dallas, TX",Dallas,TX,"Dallas, TX",,"Dallas, TX",,,,TX,DALLAS,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
5266,mrmattleathers,18115,68500,"Cincinnati, OH",Cincinnati,OH,"Cincinnati, OH",,"Cincinnati, OH",,,,OH,CINCINNATI,2022-05-28 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
5267,dantekieranxxx,18109,,"Houston, TX",Houston,TX,"Houston, TX",,"Houston, TX",,,,TX,HOUSTON,2022-05-27 02:00:00.000,2022-05-25 02:00:00,2022-05-28 02:00:00.000
5268,mascguync,18108,,,,,,,,,,,,,2022-03-20 01:00:00.000,2022-03-20 01:00:00,2022-05-28 02:00:00.000
5269,carlitos_x23,18106,,Mexiko,Mexiko,,Mexiko,,Mexiko,,,,,,2022-03-24 01:00:00.000,2022-03-24 01:00:00,2022-05-28 02:00:00.000
5270,galacticagay314,18090,,"St. Louis, MO",St. Louis,MO,"St. Louis, MO",,"St. Louis, MO",,,,MO,ST. LOUIS,2022-05-28 02:00:00.000,2022-05-27 02:00:00,2022-05-28 02:00:00.000
5271,slvckboyyky,18087,,Gwinnett County ,Gwinnett County,,Gwinnett County,,Gwinnett County,,,,GA,,2022-05-28 02:00:00.000,2022-05-28 02:00:00,2022-05-28 02:00:00.000
5272,dtlabbboy,18065,1600,Downtown Los Angeles,Downtown Los Angeles,,Downtown Los Angeles,,Downtown Los Angeles,,,,CA,LOS ANGELES,2022-05-28 02:00:00.000,2022-05-14 02:00:00,2022-05-28 02:00:00.000
5273,therawbussy,18055,,"Chicago, IL",Chicago,IL,"Chicago, IL",,"Chicago, IL",,,,IL,CHICAGO,2022-05-27 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
5274,xevaxtian_xxx,18053,73,"Chicago, IL",Chicago,IL,"Chicago, IL",,"Chicago, IL",,,,IL,CHICAGO,2022-05-28 02:00:00.000,2022-05-22 02:00:00,2022-05-28 02:00:00.000
5275,c47p3d1em,18049,,,,,,,,,,,,,2022-04-21 02:00:00.000,2022-04-17 02:00:00,2022-05-28 02:00:00.000
5276,mscletopxl,18045,,"London, England",London,England,"London, England",,"London, England",,,,,,2022-05-27 02:00:00.000,2022-05-21 02:00:00,2022-05-28 02:00:00.000
5277,jottaeoficial,18041,,"Rio de Janeiro, Brasilien",Rio de Janeiro,Brasilien,"Rio de Janeiro, Brasilien",,"Rio de Janeiro, Brasilien",,,,,,2022-05-28 02:00:00.000,2022-05-26 02:00:00,2022-05-28 02:00:00.000
